,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120
GTF2H3,103.9974759,104.8494463,104.3864822,104.0637912,104.0312707,106.3013515,104.7635111,105.0818956,105.6747831,108.0262584,107.7069574,105.8330414,104.3407451,103.6355082,103.70759,104.0183685,106.4553338,103.6688979,106.4709969,103.673053,106.8305756,107.5771373,105.4440422,106.0827632,103.5071325,103.8016214,105.304871,104.7142677,105.576942,104.8390941,104.1548088,106.2495522,104.2584531,107.0833175,106.1304175,104.0750479,104.0310001,103.2615998,105.7048767,105.2936208,103.6965553,106.212181,104.2070808,106.2848011,107.1296022,105.8392252,104.6241652,104.1770551,106.7595374,105.9595621,106.2936846,105.524946,103.2532409,103.5826617,105.4306444,105.5230973,105.1899224,104.9058767,105.6022916,105.3077825,105.1095845,103.5508428,105.430395,106.2257399,103.9939828,104.9836466,105.1838697,105.9063332,105.0935363,103.8472047,105.5122272,103.568523,105.541543,107.5801669,105.5722441,106.5349144,104.5278165,105.0211315,105.4504194,104.3148204,105.9639313,105.7771168,105.784115,104.1390811,106.6537835,107.496696,105.8788753,104.2445258,105.1221879,103.0740253,105.3443748,106.3879628,103.1502117,105.3381458,105.7371149,105.1266858,103.5832773,106.878932,106.8947582,105.1256726,104.652754,105.0791078,106.5143792,104.8099027,106.1466568,104.6512897,108.0706071,103.222153,105.2224886,105.753162,105.8794908,103.5575158,104.8341195,105.0726686,106.2502915,106.8555718,104.4595085,105.5395688,105.8642934,105.782373
IPO7,80.00744371,80.16468138,81.46835377,81.0883242,81.46528104,81.61545953,81.19988478,79.90903707,81.23981699,81.67054629,81.71557094,81.57335101,81.21693958,81.03298455,81.81345103,82.51781771,80.90464819,82.25922948,82.0612388,81.10954307,82.61882846,80.00784546,81.87856024,82.32625337,82.56657497,81.32242472,81.70397024,80.92236495,80.83499387,82.21396702,81.161945,79.92096423,81.95045653,80.81618708,80.76838886,81.17894236,82.19341894,79.8460247,82.68032567,80.51028249,81.36609728,79.42165245,82.13445282,80.93029886,82.12765589,81.76550973,83.34601877,82.39995254,81.63487016,82.86551465,81.70870842,81.07609279,82.72329623,80.92079958,80.40046417,81.62731706,82.90809026,80.93198937,81.04115652,80.24378111,81.72082476,82.27705702,81.28769082,81.99771269,79.8892039,80.36612325,81.75296856,81.53740813,81.69369214,82.33566026,81.15801367,83.05917339,81.08398933,80.79530669,82.58717819,81.63027301,80.70435849,81.39945926,80.27101209,82.32123639,80.60536103,80.89558989,80.18485289,79.84808669,81.14667472,81.45754045,80.89165865,81.55120522,82.71987516,80.95566554,82.30281078,81.70360959,81.92429634,82.03474996,82.36691888,79.77529631,82.39087781,81.86218932,81.61629866,81.15979764,81.1228712,81.90200898,82.73462467,80.7242071,81.84860961,80.52771744,81.2886357,81.24767502,80.33802434,80.15359473,82.7779642,81.28459374,81.20082277,81.0084969,79.59145378,80.97978538,81.24202524,82.37334417,82.61956891,81.84116065
LRWD1,107.9211559,108.4756072,108.8224765,107.6459341,109.178139,109.6088837,108.1447358,108.0906666,107.2862519,108.3766852,109.2840143,109.3033563,108.6248435,108.1407838,108.444896,107.8465375,108.2762785,106.5272293,108.9618037,108.3961371,106.8396422,108.4004044,109.7921946,109.3613234,107.2556742,108.4071123,107.8730606,107.6014457,108.3940259,107.0692779,107.9580628,108.6363554,109.6864604,107.8654783,109.7822819,108.7278247,110.1280539,109.8878749,106.9416451,107.5972019,109.3508633,106.8945101,105.9091064,109.1726046,106.5777783,106.558134,108.2530315,105.8939453,106.5559304,106.4957947,110.1884469,109.1513584,106.6075046,108.7338381,106.0429522,109.3945861,108.8145592,109.3142549,107.4219664,108.2548939,107.7683574,107.7683756,107.0357903,108.7406054,108.2239992,108.378761,107.501716,110.052764,110.1649718,107.5187053,105.7472483,107.297625,107.48219,107.3922074,107.3630623,106.8579322,108.7730515,108.8630305,107.4425594,108.269962,108.8464381,108.2981083,107.4559226,108.878852,109.1398706,108.2165083,109.0135037,105.6286615,107.6849759,108.6872275,108.8752706,108.9008349,109.2482835,110.3534492,108.6907983,107.0358251,108.1182474,108.8282853,108.9161772,107.8186146,108.2080429,107.6448011,108.8715067,107.5005793,109.7064001,107.3256901,109.7046857,107.9738882,109.1539208,107.6925678,106.8639208,110.0465823,107.9458593,108.515165,107.9026621,107.340758,105.841331,108.2321693,107.6165786,106.9374784
FAM45A,96.84823821,94.75287532,97.28195215,98.13805467,96.97134296,95.94768174,94.67736704,97.80486749,96.45759581,96.46023493,97.36871304,96.73944645,96.28210447,95.62371861,97.98871536,95.41482929,96.39543007,98.41851115,96.07726865,98.14393631,96.53676162,96.48022711,97.8510005,96.94924573,96.7578176,97.51721422,97.58840903,96.45493322,95.44166853,96.30107765,95.30177521,96.03277092,96.29254579,95.76110777,96.3481507,96.12994977,97.93302556,97.64682004,96.991619,96.10836542,98.27537688,97.75280116,96.27881023,98.43523527,96.69030209,96.56897098,96.372569,96.58829762,96.82100236,97.66776849,97.16380712,96.14525692,95.26862685,96.31369167,97.56340566,96.35746972,95.679559,95.70981687,96.44906818,97.08656524,97.61096219,95.69223183,96.84053385,98.58749613,95.78078812,97.51886809,97.93625599,94.83565534,99.65271296,95.40705687,97.07175017,95.41834398,98.0385233,97.40690134,96.4513753,96.73616977,94.86612854,94.20841424,96.77511877,96.26431327,94.54476152,94.23160502,97.26306854,98.02444203,97.27521838,96.02466636,95.88135787,96.49206682,97.1672761,97.57660635,95.39414195,95.25480109,96.85340523,95.81770088,94.84520065,96.20081288,94.55843791,97.95768376,96.84848219,97.25052224,96.01615525,96.12118743,95.68147494,97.97918599,97.06408097,95.35040143,96.57157517,98.94286945,95.72989729,96.12784769,96.74554211,95.88691625,95.12426528,95.13377392,96.8709293,97.74593962,97.50810874,97.49844982,96.35630298,96.91110423
GIF,107.8258837,106.2124161,104.8981618,103.1524137,106.4345285,106.0656438,107.1888658,106.2688567,105.5724872,104.2704399,106.8707266,105.7322297,105.7510702,105.104643,107.3634217,105.2513839,103.9467095,106.6921224,105.4414927,106.081919,105.6534402,105.185665,106.121179,105.5478159,105.3835981,105.1940854,106.0721177,105.6975914,106.7846864,107.3806029,105.1351529,104.6176285,103.0850978,107.4537038,104.1437245,104.8120539,106.5926869,105.6998249,104.9420334,107.4406673,107.1836989,106.1889042,104.1108977,105.4366994,106.7669706,106.0526127,105.7509931,105.5388242,106.975051,105.5331828,105.8181082,105.6045386,102.8656334,105.7969667,107.5088802,104.0459179,104.2629238,105.8792953,106.2681246,105.9458691,105.4108117,104.5276314,105.9181406,103.8999263,105.0474577,105.9974078,105.4637221,105.0590972,105.7212237,106.3762555,106.1922632,105.0929439,107.1008919,105.336949,105.9367117,107.010681,107.212178,106.3015311,105.0250281,104.4239739,106.1836251,106.181059,104.5463738,105.1691944,104.7978539,107.2332633,106.5319134,107.1648871,106.2534702,105.465152,105.4750925,106.038035,104.8227976,105.6551037,105.5050879,105.8366945,105.3472249,107.0877458,106.4789105,107.1257641,106.0197701,105.5127359,105.4277118,107.4698625,104.8520987,106.0535283,106.5939649,106.2043908,104.5276821,106.8169562,106.2487656,105.8868341,104.2245623,105.4004216,104.1630706,106.0186192,105.2082513,103.6769802,103.2114732,105.0518313
CLCN5,103.1325596,105.1163675,102.8604802,105.3794803,105.1720405,104.0462851,103.8482093,107.0924642,104.4318822,105.2775487,105.5712454,103.9621982,107.5260737,103.9845129,104.9384534,104.9217183,102.824096,105.0124331,104.5523411,104.7027524,105.064735,105.1894221,104.0195008,104.967775,106.064518,104.1827833,103.6354714,105.0568988,107.2683195,104.6349527,103.3632162,106.7307902,105.0674187,104.3175706,106.3896804,107.3039323,105.006995,106.5021294,104.5101814,104.1477219,104.4086856,104.679921,105.0815041,106.3036657,105.9932234,105.2129563,104.6412805,105.1037678,104.9418339,106.4165929,104.9022356,104.4326995,105.3752342,105.803653,104.2467689,106.333238,107.3129953,103.3318232,103.9696324,105.2532413,105.9334572,102.4232935,104.9927645,105.4747119,105.1590422,106.1856898,104.9869643,105.679999,105.3693438,105.6766859,106.5185795,104.7771494,105.0889577,104.9198989,104.1613617,102.6259016,105.8044078,103.3868565,104.673178,103.6046413,104.6558172,104.9179659,104.6485501,102.9136763,106.1079963,104.8573882,104.4254989,105.5452354,105.9638124,104.5250266,105.4371558,105.1397337,105.0190568,104.2570567,104.9094665,106.4523408,105.9675793,104.0865261,104.3089989,106.8160354,104.3702567,104.7248972,105.0515843,103.3847382,103.2714088,105.529533,104.9820817,104.0935203,105.9716891,103.9952235,104.0308791,106.1044887,105.1445477,105.9106439,105.627026,104.1348309,105.21725,106.6027955,104.3603818,105.4327071
CNN3,98.62004684,97.73275496,98.93175554,98.32860561,97.95030739,97.14902386,100.5208837,98.29790265,99.7300003,98.54831613,98.43758086,98.61121044,98.20192262,97.48295788,99.64600673,98.63316711,99.25264179,99.87430391,99.09163131,97.94791571,98.70899816,96.32674912,99.29565521,98.83188716,98.13117407,98.21631895,99.43917234,99.14334098,97.1068456,98.93893658,97.64920137,98.47168864,97.90193315,99.02144957,98.62161747,97.55970766,97.58186938,97.46227876,98.77857787,99.44685762,98.46788166,99.42020674,98.35061521,97.9260117,97.16158929,99.59734093,98.64801001,98.77151897,99.14424814,99.82770638,99.06606952,98.00432028,99.39002229,99.41988978,98.91001822,98.38252432,97.58346975,98.93024974,98.5569873,97.54192774,100.2238483,99.50030001,99.13641385,96.75253245,98.66315583,98.78585523,98.29653872,98.61423489,100.0104032,99.05983805,97.81019389,98.75520364,98.56221823,98.01144061,98.79039297,97.68341885,98.61611262,97.17511562,97.13123208,99.64872374,98.15504645,99.10734599,98.88506306,98.31057206,100.2498779,98.45542586,99.34067911,96.99021339,98.98283419,99.00735734,98.8509483,97.90060619,99.59075299,98.28213697,97.3386482,99.72128425,98.60467257,97.88964519,97.93672091,98.030609,97.409101,98.77675137,99.69608916,99.23713064,97.61437143,99.83187373,96.9939296,98.90344604,98.20124604,99.78339246,100.392128,97.46516041,98.66025293,98.47171868,100.5794215,99.04926237,97.79937884,99.09687195,99.45671327,98.11738281
CPNE5,94.41264778,94.83589725,93.89266297,94.15493517,94.49956647,94.78891426,93.32219709,94.47130232,95.29309273,94.80702198,93.01601961,93.69081221,91.72783754,93.50573797,93.61139678,93.93966349,92.38428591,94.29236092,93.69422112,95.30178813,94.08213494,96.8260503,93.3494076,91.93933208,93.7467596,93.78138707,94.40564105,92.89835184,92.07510977,94.00797596,94.71854611,93.31715503,93.75432416,93.36987934,93.85935193,95.16612232,94.10109919,95.39494045,94.94065417,94.72398878,93.87099843,93.93010087,93.96046786,94.13436069,94.71823984,95.11850849,94.30531237,92.87995572,94.73358622,93.85207216,93.33421352,92.54849906,93.09030179,93.12574167,93.90155442,93.30473203,95.96558438,93.7795129,91.68833198,94.40060331,93.25673769,94.28474489,93.01875873,94.15783694,94.01064234,93.20727679,93.03934398,96.59162551,92.9639415,92.51601298,94.56223876,93.96835987,93.2132246,95.02300885,94.75840021,94.42818871,95.07972289,95.07620519,94.2875143,93.47614785,94.63290164,93.20768198,93.90500976,95.26772105,92.91158141,93.79570401,93.86978224,93.95479675,93.29941074,93.47188998,92.3242906,93.67873807,93.5961852,92.34993207,91.849118,93.69482908,94.10362088,93.95219793,92.8400851,93.07375961,94.2143184,93.47956391,92.79408129,95.08827656,94.20576396,94.76171825,93.67219902,95.06261405,93.15764666,93.36473869,94.42111164,94.42160181,93.03208728,95.41720618,93.39817165,93.16868284,92.26662433,95.13533798,92.26592892,94.24041446
CSNK1G2,106.3694922,106.0391252,106.2495142,105.8763713,106.2645514,104.4885912,105.8003603,106.3741206,106.1235927,105.2219073,105.5065216,107.0246588,105.5580276,105.3669237,105.051117,105.6991626,106.7962745,105.3885772,105.0154182,105.3379909,104.6086288,105.4878012,103.7352233,105.7828518,105.7880799,105.0147007,106.2434058,103.8548576,105.9281045,105.1132664,104.1973837,107.0188071,105.0936197,107.3057861,104.5882418,105.7932171,103.3389541,106.9065608,107.4370927,105.6362303,106.6082183,105.5944237,105.8694294,106.447585,106.0600553,106.1205456,104.1264356,107.3533101,106.2001472,104.750936,107.298872,106.803007,105.0506586,105.8455386,105.9737653,103.5640979,105.9393988,105.1182479,106.2954282,105.2828118,104.5748074,105.3849477,104.6855263,107.0358875,106.7168162,104.5636917,106.3699528,105.5993344,106.713912,105.0319826,105.9949951,105.6583518,103.9875228,105.9213651,105.2462791,106.7086565,104.5700827,105.4754269,104.9624615,105.2951742,102.1110114,105.0954372,103.9885088,104.4296111,102.1317641,106.9863616,106.8222348,105.016649,105.9154392,105.8689247,105.6854573,104.1434534,107.2317738,105.5828651,105.9249006,104.5437139,106.4796145,104.6965157,105.5605717,104.8917869,105.2152442,106.1215557,105.4489263,105.6859725,105.6392539,107.0197639,105.6648733,106.2482456,106.4973143,105.8328097,105.7543386,104.5071051,104.1374795,106.1973645,103.1566141,105.380609,104.2728739,106.9298609,104.0260418,106.1740192
C16orf53,99.72698356,100.1511208,98.59430219,101.5731287,99.8573838,99.49306772,99.09185987,100.4343757,100.4047608,101.4540608,101.0298825,102.5592748,99.49179024,99.9782929,100.9842101,101.1692417,97.45700239,100.7366594,99.92389132,101.8625507,97.8673695,99.89223132,100.4768278,100.2490817,98.86641264,100.3389712,99.73058163,99.61733888,99.72607063,99.90113733,100.4687213,100.0588416,99.36351918,102.065206,99.81295368,101.2994393,100.551776,99.70769637,100.114842,99.09601916,100.4590289,100.0491883,101.1837353,100.4481858,98.75866196,99.36388943,100.7707644,101.4845409,101.0332893,99.05153458,100.7415125,100.0291593,99.00830926,100.5210679,97.46722517,100.3832074,98.94066887,99.67716764,99.53856787,99.63804808,101.5234128,101.9998761,99.37590386,100.6500282,98.37410255,99.56707783,100.6973724,99.60944863,101.9600116,100.5133747,99.92038603,99.60869033,99.81187643,98.75796784,100.7017232,97.62065674,98.97361281,100.5206858,100.1810441,102.2010071,99.91936761,100.453618,99.52008768,100.1794203,98.25930184,99.13379316,101.3897538,100.6045188,102.4095424,100.4925796,100.4113119,100.3749859,99.86695143,99.45212913,99.69217076,100.2197483,99.16321425,100.6702428,99.76318272,98.73147934,99.05373453,99.38086422,100.6335573,100.0399235,97.84610497,99.71736016,99.94130782,101.3410593,99.49452688,100.3191858,101.0797691,100.2244796,99.3301537,97.72565334,98.87058624,99.92468888,101.9511526,100.5844017,100.5898888,99.55044003
CKB,108.1191626,108.9646778,107.6186511,107.5231185,107.9097712,108.0398162,109.2289201,108.572439,108.6562638,108.6517667,106.9429246,108.9032739,109.0013153,105.8908968,107.1733162,108.1088348,107.7999947,106.5728781,109.1474774,108.3288923,109.6116436,107.1820453,107.429298,107.2392709,106.5819889,108.4656679,107.1869836,106.6986539,107.5698933,109.4103585,107.9393727,109.7267702,106.5381032,107.1260372,106.5763136,107.3359746,107.0012379,107.528302,108.6969287,107.3902412,109.2497605,106.6912523,108.3920004,109.1681414,107.7459173,107.2074294,107.6688514,110.3067758,108.3335109,108.6729176,106.7528533,108.6501186,108.6517633,107.5226278,107.8024329,108.1575233,109.6718747,107.4694324,106.9851614,108.4648383,108.3447933,109.2286786,107.4525371,106.6481523,108.0738434,109.7718105,109.6596749,107.2290483,107.8542364,108.9622263,107.082882,107.4395218,109.3331143,107.4086067,108.3443661,107.4944521,106.3408498,106.5260587,109.0988852,108.1792988,107.3853305,108.0630749,109.4072374,107.1137485,107.6397259,109.7971122,108.0498663,109.5217882,108.2128277,107.9866737,105.9057516,108.356874,107.93005,107.5129547,106.4722996,106.1008598,108.196756,107.1163283,106.6961157,109.0886755,110.0723955,108.465721,108.5205791,109.2023594,106.6788482,108.1333813,108.5889521,108.5698766,105.6205528,107.1443624,106.4160488,106.5959984,105.6332262,108.5442444,108.1539089,107.2830102,110.2345516,108.5131478,106.579128,107.3971736
LRIG1,102.5673328,101.1230343,104.2956664,102.483677,105.5623534,102.4820912,104.2462306,101.9197438,102.6820806,104.2194203,104.445995,102.3482898,102.9932486,103.6981539,104.59914,101.9329861,101.7775324,101.5673331,103.3269217,104.653696,103.4714756,104.6658469,101.7243731,103.3313102,103.125381,101.6528785,104.530547,103.7479789,104.6228239,102.1508735,103.1398544,103.7438276,105.4990067,103.368461,102.8948627,104.1927843,104.1866978,103.7117063,102.6787507,103.5937536,104.3021103,103.4130256,104.2445875,101.5891801,103.3627793,103.4944408,104.1899875,104.3651593,105.1258005,103.8657007,102.8469596,104.1767529,102.8933068,104.7013054,103.3083107,103.4764479,106.0721102,104.6690088,101.7405716,102.8341708,104.4152202,103.809661,103.3925864,102.8258059,104.1874659,104.7841771,104.0097227,103.4971171,103.9685725,103.7870872,102.0692859,104.0215648,102.1494014,105.1813434,104.0238074,103.0058417,105.7754584,104.5279069,103.7673759,102.8071779,101.9919299,104.0080636,104.1130929,103.3014621,103.6641044,103.1784213,103.3936424,103.6283446,104.27859,102.7166676,102.5761691,101.7892769,103.6277476,105.9649861,103.7691954,102.357744,102.232305,102.8952571,102.6742458,102.5841182,102.6865552,103.4442968,103.9114605,104.055593,104.400892,103.1530462,104.3997575,104.1163448,105.6837145,103.8371695,103.9211671,101.3842001,104.3368055,104.695931,103.4019742,106.2108775,105.4903445,102.9870337,103.396721,102.5112841
CPEB3,104.1959176,103.4102674,104.3719815,104.3031456,102.8779398,104.3360799,101.1245841,102.620834,104.8189922,103.7440728,103.9668251,105.5088915,102.0534053,104.2234188,102.9452986,102.4469008,104.9860869,104.8403787,101.754283,104.9131952,104.8699018,106.0679693,103.4590322,104.9745456,105.0321575,105.0032653,103.3050575,104.0466582,105.0432681,104.9143784,102.8998969,106.6173994,103.9501155,104.7046964,104.5825408,105.7274777,104.7228745,103.6680942,105.6914182,104.7948819,103.9425117,103.8845543,104.1455993,103.9578223,104.5705206,103.9586172,104.1235299,104.4817003,102.8240271,105.1080905,102.8253684,102.6803288,107.6406961,104.9633843,103.7285821,102.8974035,104.7684575,103.2185615,102.9688123,103.2903515,103.5614378,102.5862167,104.0732951,105.5552252,104.0350956,103.5703496,103.732382,103.9344096,103.600247,102.350046,102.8182479,104.3262568,104.6291974,104.5245722,105.010966,105.4190802,104.0839035,103.5020659,105.2189759,105.5844452,104.2944859,104.3560318,103.1607741,104.7840298,104.4900107,104.5441949,103.8821382,104.917987,103.9267264,104.038941,105.3198002,102.9282542,102.2489092,103.5615063,103.5845193,104.3025084,104.4092243,103.483429,103.8858205,104.1736407,102.8322139,104.6920205,104.5289024,103.650975,104.3058716,101.5477321,102.7950991,103.97893,104.2480419,104.2798106,102.9283008,105.1414399,105.5970343,103.2122602,104.9035742,103.9984365,104.4864389,101.1749401,104.5331101,105.508022
HES1,105.3576163,104.7787798,105.180949,105.3594374,104.2371327,103.2427587,103.4562384,105.4328446,104.6716726,105.586387,104.8323531,103.3419064,104.3270012,104.6157194,104.1078276,103.8604399,106.0111467,105.9462486,103.5514023,103.9731206,105.808116,104.0648796,105.0860203,103.8550162,105.4202391,104.4377897,104.1578976,103.9416414,104.6150899,104.9676819,104.2616474,104.541497,105.6942495,105.5283413,103.0406428,102.4973465,102.8187506,102.7677267,103.4766335,104.1711483,104.8476518,105.0632425,103.0846273,103.503986,104.0051759,104.3742074,103.9056456,104.1747215,103.7925857,105.0970269,105.1121496,104.6507019,104.2525533,105.2314028,105.1156374,103.8331988,105.9593961,105.5156949,103.2988305,103.7997813,104.489548,104.1053751,102.3756487,103.4619528,104.3354274,103.5353971,102.9698894,103.6663334,105.2440508,104.157338,103.8414055,104.3418806,105.4502521,103.265941,104.7723612,104.9385541,103.3045611,101.7152565,106.0868226,104.9915159,103.7414642,103.9518416,105.1717568,104.4258564,104.9366129,104.3635379,104.2761565,105.1083951,103.3275389,104.1317784,106.2302066,105.6393328,103.4325856,103.2556121,105.3509778,104.3093541,104.9160008,105.8407038,105.4122663,104.7928047,102.9892942,103.9403898,104.8128966,103.4334253,104.2882404,103.9819763,103.1215272,103.9614284,102.018964,105.3550221,104.1763775,103.4831078,104.6265255,102.229469,102.9115027,101.781504,106.3392817,104.8207844,105.4596659,103.3130912
LOC100507462,102.1389192,100.0598252,100.0193222,100.9767634,98.76745305,101.5255876,102.4955331,100.6119109,100.4345661,100.5007448,99.33715928,100.8488749,102.915857,98.79507888,103.4559325,100.1788704,99.57035914,101.5451936,101.0561414,100.5487539,101.967702,101.0613985,99.60952324,99.52239322,101.7229035,100.0317553,100.3551293,102.870867,101.6025099,99.11987869,100.7691373,102.353898,98.84824725,101.1353868,100.9707243,102.8666233,98.4300129,100.7104727,100.7680512,100.6962744,102.8212108,99.28100195,102.8848057,102.1007229,101.0447193,99.85666311,99.69304499,101.9785771,100.3731297,101.1795994,101.6590275,99.51644767,102.1389701,101.5554352,101.2684956,100.0410879,102.7806571,99.72429874,100.9869998,100.0155197,101.1624559,101.2553705,100.5653432,101.0332206,101.8116861,100.7082189,100.9648308,100.6561979,99.8650094,101.51294,100.6798814,101.0601186,100.6966079,99.77212698,100.1217305,101.5462528,101.4247897,99.70924363,99.77327844,100.5397129,99.37376402,100.2778434,100.9678311,100.0699011,100.4689699,100.7743282,100.9286732,101.8977439,101.9431966,100.9356463,101.7053761,101.4426736,100.698219,102.2914148,101.3025437,99.4577888,100.2922446,100.9484857,100.8356248,100.6235191,100.88872,99.61364249,99.35880879,100.029239,100.4751598,102.7561261,99.20363394,99.60295361,100.9290494,101.3372653,99.26724674,99.75993254,99.34999198,100.326187,102.8381822,101.3785958,100.4115293,101.0350543,101.6116453,99.37189462
APOBEC4,105.6403466,105.6280599,104.8413528,105.1695055,106.052914,104.0108405,105.9965257,106.2647376,104.6589512,104.8924903,106.7096854,107.4601415,105.4008738,106.8129133,103.7460769,106.2461762,104.9173749,106.1606117,106.8497916,105.2206464,105.9616589,104.8163042,106.4705635,104.3899251,106.1159468,104.5124989,106.0601766,105.8213143,104.0979899,106.0782251,105.6358543,106.0801881,105.2411632,105.1274869,104.7074996,105.4403173,103.2969737,104.5955779,105.5850222,106.1344833,104.122056,107.2021826,106.5487247,103.9022925,105.6888617,103.7991869,105.5865505,104.490903,104.7148119,107.2786452,103.2905051,104.9291521,103.4270147,104.3335005,106.758062,105.9947659,102.4995705,106.7240648,103.6040192,103.9333643,106.2700983,105.5617284,103.3973995,104.6579616,105.1925823,106.2703911,107.4377475,105.5814063,105.7112922,106.3264541,105.7573513,104.8520102,106.9384169,104.579016,107.1247833,107.0379086,105.4485377,105.3307691,106.2534483,102.8852883,105.7798073,103.6647382,105.1227525,104.9265635,104.5675921,106.6740418,106.0942798,107.0113544,102.9890749,103.6683615,103.8811868,103.7175396,104.754656,105.7101147,106.6348875,107.6511646,105.3896321,103.7938452,103.8452002,105.4127961,105.7245457,105.3651766,106.1120553,107.4629684,104.4797143,105.4502668,105.3509127,104.9978634,104.7578411,104.1739145,105.7587914,107.7594008,106.1601854,105.3064969,106.4585929,105.9726182,106.5921811,104.3841165,105.6210238,106.3709416
ABL2,101.3908951,102.0527243,100.7708181,103.0892307,99.63409374,100.8574314,100.9126989,99.76027517,102.7931404,101.3874371,100.3306245,101.4553029,102.0853425,101.0373493,101.3824489,100.8822248,100.770016,102.7639585,101.7968332,100.1982392,99.99445029,101.7569649,101.3733286,101.1152745,101.4149994,102.6849982,100.5431338,100.7752254,101.5350566,101.4535833,100.1136231,103.4801248,101.5405656,99.85037026,101.3894336,101.2596814,100.6485916,101.7693962,100.6071193,101.1661786,103.5958361,100.0624815,101.5542572,101.784099,101.4360728,100.4886586,101.7608994,101.9333256,101.0565868,101.6097452,103.9692664,102.0929252,100.4322807,99.94587283,100.9984186,101.1961887,102.4913264,101.9648349,100.9870102,101.1423022,100.846229,102.0485585,100.5314404,100.2320398,102.507668,102.2814973,103.5205823,99.18150672,102.2288194,101.8596061,99.96938516,100.2951635,100.4946703,101.8012002,101.8911039,101.2339597,101.680911,100.8599491,101.4688201,101.8691092,100.4201114,100.5311093,101.3758108,101.4041744,100.2623709,102.9350188,101.5991106,101.8086165,102.722231,102.5464754,101.0574957,100.1786184,101.1123693,101.3968901,103.4879459,103.2941948,101.6244806,101.4664503,100.3504707,101.4885953,100.6807497,103.012907,101.7506752,103.1228224,100.4890103,99.82340276,100.4351236,98.7154228,101.5022582,101.8108292,101.9212803,102.4878505,102.5712364,100.6472347,100.9944775,101.837559,100.8437328,100.1169351,100.072337,100.86365
CSF2RA,106.5017059,104.8152869,106.4385607,106.5591288,104.5698313,105.1178037,106.0504973,104.7930749,106.6206579,104.6743149,103.8006359,105.8439647,104.0201356,107.4567899,105.4938258,106.8610808,107.4963661,104.9113626,104.0196404,105.32796,105.2588718,104.8352932,106.0378498,105.7037733,105.2718379,105.9638123,105.7971901,104.4960395,107.1917993,105.3912165,104.6147949,104.4219746,105.321131,105.9918293,105.8308322,106.7217909,104.9046666,101.9579766,106.1972339,106.888043,104.1543665,104.4653797,106.9817041,105.1831364,107.5883452,106.1737115,105.5952544,104.4058585,104.5429149,105.0959092,105.1725906,104.3741336,104.168914,105.966877,106.3214478,106.1822907,107.2536629,104.7123314,105.9737827,105.0712776,105.5278659,106.0723143,106.1972702,106.4435016,105.859496,102.9768945,105.1057586,105.7007528,105.5553871,105.0874135,105.8322292,106.8708634,105.4062144,105.6268057,106.1383304,104.8196059,103.8879316,106.5154412,106.6171476,105.9724858,106.1303795,104.9965387,104.3487225,106.4571581,105.3552944,107.2022788,106.4774504,107.0855372,105.8204951,105.4715699,105.3926347,104.6677103,106.4466782,105.7899377,104.5501229,105.4129308,106.8770763,105.1372226,103.6382565,106.1516054,104.657811,105.7794921,105.6809716,104.1523889,104.0868668,104.5852233,105.7600449,106.5282554,106.6803904,106.240545,106.6838162,106.8795855,106.002621,106.2989979,106.4754244,106.0273143,103.8647635,103.8563905,104.6479189,105.7148205
CRISPLD2,107.96689,108.6538692,108.5902499,108.8402098,110.6441505,107.0281955,108.2013177,109.1181449,106.7786071,107.8714141,107.3081493,107.5919769,107.3928225,108.755839,109.0018859,108.9580776,107.7448943,109.0408211,107.4262931,107.0116042,109.667437,107.3117157,107.8684547,109.1773489,108.5440727,107.6619083,107.2270634,106.3556224,109.3319697,105.656764,108.0819154,110.7151538,108.9773372,108.1024062,107.7502956,110.4921772,109.9168078,107.5422298,107.8518487,108.4466512,108.2794283,109.5523282,106.6993023,107.8885913,107.9297119,110.3827955,107.9003388,106.5147966,108.2103606,109.027972,107.6503223,109.2583116,107.8520474,107.8573351,107.5757537,108.0923208,110.0632251,108.9624594,108.0352963,107.9537835,108.1868386,107.6634736,109.1960096,109.1944277,108.1999382,107.8085265,108.1807999,108.1917483,105.0108033,108.8253648,108.7814385,107.5856272,107.637695,109.2485548,107.8007705,109.1509127,108.2807992,108.7340251,110.3592725,106.7013168,108.1778253,110.2650592,106.9603365,106.2239024,107.6956873,108.5961144,107.3074747,109.0497127,108.7542103,109.2560532,108.3030861,107.7378976,108.8763089,108.6365449,108.3746384,106.1932386,109.9953314,109.0534599,107.9189985,107.9907031,108.3588116,110.8270262,109.1559869,108.7687552,105.9991296,108.111125,109.5481999,109.0006935,109.3608003,109.8619794,107.9624075,108.6371402,109.3999987,108.5082465,107.6007715,107.2580267,108.9972074,109.4767228,108.6015201,109.0841294
